BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR;TRADINGSESSION;VOLUME
SNDX;IMOEX;22.09.1997;Индекс МосБиржи;Индекс МосБиржи;100;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.09.1997;Индекс МосБиржи;Индекс МосБиржи;100,67;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.09.1997;Индекс МосБиржи;Индекс МосБиржи;99,94;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.09.1997;Индекс МосБиржи;Индекс МосБиржи;99,46;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.09.1997;Индекс МосБиржи;Индекс МосБиржи;98,87;;;;;;;2;;RUB;;3;
SNDX;IMOEX;29.09.1997;Индекс МосБиржи;Индекс МосБиржи;99,14;;;;;;;2;;RUB;;3;
SNDX;IMOEX;30.09.1997;Индекс МосБиржи;Индекс МосБиржи;100,16;;;;;;;2;;RUB;;3;
SNDX;IMOEX;01.10.1997;Индекс МосБиржи;Индекс МосБиржи;101,21;;;;;;;2;;RUB;;3;
SNDX;IMOEX;02.10.1997;Индекс МосБиржи;Индекс МосБиржи;105,8;;;;;;;2;;RUB;;3;
SNDX;IMOEX;03.10.1997;Индекс МосБиржи;Индекс МосБиржи;110,73;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.10.1997;Индекс МосБиржи;Индекс МосБиржи;115,03;;;;;;;2;;RUB;;3;
SNDX;IMOEX;07.10.1997;Индекс МосБиржи;Индекс МосБиржи;112,67;;;;;;;2;;RUB;;3;
SNDX;IMOEX;08.10.1997;Индекс МосБиржи;Индекс МосБиржи;112,22;;;;;;;2;;RUB;;3;
SNDX;IMOEX;09.10.1997;Индекс МосБиржи;Индекс МосБиржи;107,89;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.10.1997;Индекс МосБиржи;Индекс МосБиржи;106,56;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.10.1997;Индекс МосБиржи;Индекс МосБиржи;108,54;;;;;;;2;;RUB;;3;
SNDX;IMOEX;14.10.1997;Индекс МосБиржи;Индекс МосБиржи;111,44;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.10.1997;Индекс МосБиржи;Индекс МосБиржи;109,65;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.10.1997;Индекс МосБиржи;Индекс МосБиржи;109,68;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.10.1997;Индекс МосБиржи;Индекс МосБиржи;107,9;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.10.1997;Индекс МосБиржи;Индекс МосБиржи;107,46;;;;;;;2;;RUB;;3;
SNDX;IMOEX;21.10.1997;Индекс МосБиржи;Индекс МосБиржи;109,39;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.10.1997;Индекс МосБиржи;Индекс МосБиржи;111,19;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.10.1997;Индекс МосБиржи;Индекс МосБиржи;106,82;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.10.1997;Индекс МосБиржи;Индекс МосБиржи;105,33;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.10.1997;Индекс МосБиржи;Индекс МосБиржи;99,65;;;;;;;2;;RUB;;3;
SNDX;IMOEX;28.10.1997;Индекс МосБиржи;Индекс МосБиржи;78,91;;;;;;;2;;RUB;;3;
SNDX;IMOEX;29.10.1997;Индекс МосБиржи;Индекс МосБиржи;94,73;;;;;;;2;;RUB;;3;
SNDX;IMOEX;30.10.1997;Индекс МосБиржи;Индекс МосБиржи;85,27;;;;;;;2;;RUB;;3;
SNDX;IMOEX;31.10.1997;Индекс МосБиржи;Индекс МосБиржи;86,46;;;;;;;2;;RUB;;3;
SNDX;IMOEX;03.11.1997;Индекс МосБиржи;Индекс МосБиржи;89,34;;;;;;;2;;RUB;;3;
SNDX;IMOEX;04.11.1997;Индекс МосБиржи;Индекс МосБиржи;89,34;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.11.1997;Индекс МосБиржи;Индекс МосБиржи;88,85;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.11.1997;Индекс МосБиржи;Индекс МосБиржи;88,6;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.11.1997;Индекс МосБиржи;Индекс МосБиржи;81,77;;;;;;;2;;RUB;;3;
SNDX;IMOEX;11.11.1997;Индекс МосБиржи;Индекс МосБиржи;77,2;;;;;;;2;;RUB;;3;
SNDX;IMOEX;12.11.1997;Индекс МосБиржи;Индекс МосБиржи;71,19;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.11.1997;Индекс МосБиржи;Индекс МосБиржи;68,23;;;;;;;2;;RUB;;3;
SNDX;IMOEX;14.11.1997;Индекс МосБиржи;Индекс МосБиржи;67,42;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.11.1997;Индекс МосБиржи;Индекс МосБиржи;68,06;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.11.1997;Индекс МосБиржи;Индекс МосБиржи;72,18;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.11.1997;Индекс МосБиржи;Индекс МосБиржи;70,51;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.11.1997;Индекс МосБиржи;Индекс МосБиржи;72,58;;;;;;;2;;RUB;;3;
SNDX;IMOEX;21.11.1997;Индекс МосБиржи;Индекс МосБиржи;77,52;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.11.1997;Индекс МосБиржи;Индекс МосБиржи;74,01;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.11.1997;Индекс МосБиржи;Индекс МосБиржи;69,49;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.11.1997;Индекс МосБиржи;Индекс МосБиржи;72,65;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.11.1997;Индекс МосБиржи;Индекс МосБиржи;70,2;;;;;;;2;;RUB;;3;
SNDX;IMOEX;28.11.1997;Индекс МосБиржи;Индекс МосБиржи;67,94;;;;;;;2;;RUB;;3;
SNDX;IMOEX;01.12.1997;Индекс МосБиржи;Индекс МосБиржи;66,66;;;;;;;2;;RUB;;3;
SNDX;IMOEX;02.12.1997;Индекс МосБиржи;Индекс МосБиржи;66,7;;;;;;;2;;RUB;;3;
SNDX;IMOEX;03.12.1997;Индекс МосБиржи;Индекс МосБиржи;70,05;;;;;;;2;;RUB;;3;
SNDX;IMOEX;04.12.1997;Индекс МосБиржи;Индекс МосБиржи;74,84;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.12.1997;Индекс МосБиржи;Индекс МосБиржи;79,16;;;;;;;2;;RUB;;3;
SNDX;IMOEX;08.12.1997;Индекс МосБиржи;Индекс МосБиржи;80,27;;;;;;;2;;RUB;;3;
SNDX;IMOEX;09.12.1997;Индекс МосБиржи;Индекс МосБиржи;80,89;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.12.1997;Индекс МосБиржи;Индекс МосБиржи;76,88;;;;;;;2;;RUB;;3;
SNDX;IMOEX;11.12.1997;Индекс МосБиржи;Индекс МосБиржи;71,06;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.12.1997;Индекс МосБиржи;Индекс МосБиржи;76,13;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.12.1997;Индекс МосБиржи;Индекс МосБиржи;79,05;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.12.1997;Индекс МосБиржи;Индекс МосБиржи;81,59;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.12.1997;Индекс МосБиржи;Индекс МосБиржи;80,16;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.12.1997;Индекс МосБиржи;Индекс МосБиржи;76,39;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.12.1997;Индекс МосБиржи;Индекс МосБиржи;76,75;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.12.1997;Индекс МосБиржи;Индекс МосБиржи;79,47;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.12.1997;Индекс МосБиржи;Индекс МосБиржи;78,72;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.12.1997;Индекс МосБиржи;Индекс МосБиржи;79,91;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.12.1997;Индекс МосБиржи;Индекс МосБиржи;80,98;;;;;;;2;;RUB;;3;
SNDX;IMOEX;29.12.1997;Индекс МосБиржи;Индекс МосБиржи;83,2;;;;;;;2;;RUB;;3;
SNDX;IMOEX;30.12.1997;Индекс МосБиржи;Индекс МосБиржи;85,05;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.01.1998;Индекс МосБиржи;Индекс МосБиржи;88,97;;;;;;;2;;RUB;;3;
SNDX;IMOEX;08.01.1998;Индекс МосБиржи;Индекс МосБиржи;83,56;;;;;;;2;;RUB;;3;
SNDX;IMOEX;09.01.1998;Индекс МосБиржи;Индекс МосБиржи;81,26;;;;;;;2;;RUB;;3;
SNDX;IMOEX;12.01.1998;Индекс МосБиржи;Индекс МосБиржи;70,61;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.01.1998;Индекс МосБиржи;Индекс МосБиржи;73,34;;;;;;;2;;RUB;;3;
SNDX;IMOEX;14.01.1998;Индекс МосБиржи;Индекс МосБиржи;74,16;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.01.1998;Индекс МосБиржи;Индекс МосБиржи;70,62;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.01.1998;Индекс МосБиржи;Индекс МосБиржи;70,61;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.01.1998;Индекс МосБиржи;Индекс МосБиржи;73,4;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.01.1998;Индекс МосБиржи;Индекс МосБиржи;73,33;;;;;;;2;;RUB;;3;
SNDX;IMOEX;21.01.1998;Индекс МосБиржи;Индекс МосБиржи;71,7;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.01.1998;Индекс МосБиржи;Индекс МосБиржи;67,75;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.01.1998;Индекс МосБиржи;Индекс МосБиржи;65,98;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.01.1998;Индекс МосБиржи;Индекс МосБиржи;60,34;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.01.1998;Индекс МосБиржи;Индекс МосБиржи;62,99;;;;;;;2;;RUB;;3;
SNDX;IMOEX;28.01.1998;Индекс МосБиржи;Индекс МосБиржи;62,71;;;;;;;2;;RUB;;3;
SNDX;IMOEX;29.01.1998;Индекс МосБиржи;Индекс МосБиржи;57,95;;;;;;;2;;RUB;;3;
SNDX;IMOEX;30.01.1998;Индекс МосБиржи;Индекс МосБиржи;62,21;;;;;;;2;;RUB;;3;
SNDX;IMOEX;02.02.1998;Индекс МосБиржи;Индекс МосБиржи;67,39;;;;;;;2;;RUB;;3;
SNDX;IMOEX;03.02.1998;Индекс МосБиржи;Индекс МосБиржи;65,96;;;;;;;2;;RUB;;3;
SNDX;IMOEX;04.02.1998;Индекс МосБиржи;Индекс МосБиржи;64,1;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.02.1998;Индекс МосБиржи;Индекс МосБиржи;67,48;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.02.1998;Индекс МосБиржи;Индекс МосБиржи;70,4;;;;;;;2;;RUB;;3;
SNDX;IMOEX;09.02.1998;Индекс МосБиржи;Индекс МосБиржи;71,36;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.02.1998;Индекс МосБиржи;Индекс МосБиржи;69,71;;;;;;;2;;RUB;;3;
SNDX;IMOEX;11.02.1998;Индекс МосБиржи;Индекс МосБиржи;72,15;;;;;;;2;;RUB;;3;
SNDX;IMOEX;12.02.1998;Индекс МосБиржи;Индекс МосБиржи;70,63;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.02.1998;Индекс МосБиржи;Индекс МосБиржи;69,6;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.02.1998;Индекс МосБиржи;Индекс МосБиржи;70,32;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.02.1998;Индекс МосБиржи;Индекс МосБиржи;72,09;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.02.1998;Индекс МосБиржи;Индекс МосБиржи;71,44;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.02.1998;Индекс МосБиржи;Индекс МосБиржи;71,72;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.02.1998;Индекс МосБиржи;Индекс МосБиржи;71,78;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.02.1998;Индекс МосБиржи;Индекс МосБиржи;73,04;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.02.1998;Индекс МосБиржи;Индекс МосБиржи;72,6;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.02.1998;Индекс МосБиржи;Индекс МосБиржи;72,49;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.02.1998;Индекс МосБиржи;Индекс МосБиржи;73,76;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.02.1998;Индекс МосБиржи;Индекс МосБиржи;73,38;;;;;;;2;;RUB;;3;
SNDX;IMOEX;02.03.1998;Индекс МосБиржи;Индекс МосБиржи;75,16;;;;;;;2;;RUB;;3;
SNDX;IMOEX;03.03.1998;Индекс МосБиржи;Индекс МосБиржи;76,6;;;;;;;2;;RUB;;3;
SNDX;IMOEX;04.03.1998;Индекс МосБиржи;Индекс МосБиржи;77,21;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.03.1998;Индекс МосБиржи;Индекс МосБиржи;76,66;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.03.1998;Индекс МосБиржи;Индекс МосБиржи;77,85;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.03.1998;Индекс МосБиржи;Индекс МосБиржи;79,8;;;;;;;2;;RUB;;3;
SNDX;IMOEX;11.03.1998;Индекс МосБиржи;Индекс МосБиржи;82,91;;;;;;;2;;RUB;;3;
SNDX;IMOEX;12.03.1998;Индекс МосБиржи;Индекс МосБиржи;81,29;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.03.1998;Индекс МосБиржи;Индекс МосБиржи;80,95;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.03.1998;Индекс МосБиржи;Индекс МосБиржи;80,88;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.03.1998;Индекс МосБиржи;Индекс МосБиржи;78,43;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.03.1998;Индекс МосБиржи;Индекс МосБиржи;76,03;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.03.1998;Индекс МосБиржи;Индекс МосБиржи;77,4;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.03.1998;Индекс МосБиржи;Индекс МосБиржи;78,75;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.03.1998;Индекс МосБиржи;Индекс МосБиржи;77,42;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.03.1998;Индекс МосБиржи;Индекс МосБиржи;80,39;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.03.1998;Индекс МосБиржи;Индекс МосБиржи;79,11;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.03.1998;Индекс МосБиржи;Индекс МосБиржи;78,11;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.03.1998;Индекс МосБиржи;Индекс МосБиржи;78,99;;;;;;;2;;RUB;;3;
SNDX;IMOEX;30.03.1998;Индекс МосБиржи;Индекс МосБиржи;77,91;;;;;;;2;;RUB;;3;
SNDX;IMOEX;31.03.1998;Индекс МосБиржи;Индекс МосБиржи;76,35;;;;;;;2;;RUB;;3;
SNDX;IMOEX;01.04.1998;Индекс МосБиржи;Индекс МосБиржи;75,42;;;;;;;2;;RUB;;3;
SNDX;IMOEX;02.04.1998;Индекс МосБиржи;Индекс МосБиржи;76,19;;;;;;;2;;RUB;;3;
SNDX;IMOEX;03.04.1998;Индекс МосБиржи;Индекс МосБиржи;74,54;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.04.1998;Индекс МосБиржи;Индекс МосБиржи;74,61;;;;;;;2;;RUB;;3;
SNDX;IMOEX;07.04.1998;Индекс МосБиржи;Индекс МосБиржи;74,96;;;;;;;2;;RUB;;3;
SNDX;IMOEX;08.04.1998;Индекс МосБиржи;Индекс МосБиржи;74,37;;;;;;;2;;RUB;;3;
SNDX;IMOEX;09.04.1998;Индекс МосБиржи;Индекс МосБиржи;73,58;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.04.1998;Индекс МосБиржи;Индекс МосБиржи;72,69;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.04.1998;Индекс МосБиржи;Индекс МосБиржи;73,83;;;;;;;2;;RUB;;3;
SNDX;IMOEX;14.04.1998;Индекс МосБиржи;Индекс МосБиржи;73,59;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.04.1998;Индекс МосБиржи;Индекс МосБиржи;74,8;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.04.1998;Индекс МосБиржи;Индекс МосБиржи;75,38;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.04.1998;Индекс МосБиржи;Индекс МосБиржи;75,37;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.04.1998;Индекс МосБиржи;Индекс МосБиржи;74,95;;;;;;;2;;RUB;;3;
SNDX;IMOEX;21.04.1998;Индекс МосБиржи;Индекс МосБиржи;75,23;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.04.1998;Индекс МосБиржи;Индекс МосБиржи;76,67;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.04.1998;Индекс МосБиржи;Индекс МосБиржи;78,54;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.04.1998;Индекс МосБиржи;Индекс МосБиржи;79,96;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.04.1998;Индекс МосБиржи;Индекс МосБиржи;77,38;;;;;;;2;;RUB;;3;
SNDX;IMOEX;28.04.1998;Индекс МосБиржи;Индекс МосБиржи;74,06;;;;;;;2;;RUB;;3;
SNDX;IMOEX;29.04.1998;Индекс МосБиржи;Индекс МосБиржи;75,17;;;;;;;2;;RUB;;3;
SNDX;IMOEX;30.04.1998;Индекс МосБиржи;Индекс МосБиржи;75,66;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.05.1998;Индекс МосБиржи;Индекс МосБиржи;78,09;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.05.1998;Индекс МосБиржи;Индекс МосБиржи;76,18;;;;;;;2;;RUB;;3;
SNDX;IMOEX;07.05.1998;Индекс МосБиржи;Индекс МосБиржи;74,91;;;;;;;2;;RUB;;3;
SNDX;IMOEX;08.05.1998;Индекс МосБиржи;Индекс МосБиржи;73,98;;;;;;;2;;RUB;;3;
SNDX;IMOEX;12.05.1998;Индекс МосБиржи;Индекс МосБиржи;72,16;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.05.1998;Индекс МосБиржи;Индекс МосБиржи;66,97;;;;;;;2;;RUB;;3;
SNDX;IMOEX;14.05.1998;Индекс МосБиржи;Индекс МосБиржи;65,11;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.05.1998;Индекс МосБиржи;Индекс МосБиржи;62,01;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.05.1998;Индекс МосБиржи;Индекс МосБиржи;57,35;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.05.1998;Индекс МосБиржи;Индекс МосБиржи;57,03;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.05.1998;Индекс МосБиржи;Индекс МосБиржи;54,61;;;;;;;2;;RUB;;3;
SNDX;IMOEX;21.05.1998;Индекс МосБиржи;Индекс МосБиржи;56,17;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.05.1998;Индекс МосБиржи;Индекс МосБиржи;53,35;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.05.1998;Индекс МосБиржи;Индекс МосБиржи;51,24;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.05.1998;Индекс МосБиржи;Индекс МосБиржи;48,4;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.05.1998;Индекс МосБиржи;Индекс МосБиржи;43,8;;;;;;;2;;RUB;;3;
SNDX;IMOEX;28.05.1998;Индекс МосБиржи;Индекс МосБиржи;47,72;;;;;;;2;;RUB;;3;
SNDX;IMOEX;29.05.1998;Индекс МосБиржи;Индекс МосБиржи;46,01;;;;;;;2;;RUB;;3;
SNDX;IMOEX;01.06.1998;Индекс МосБиржи;Индекс МосБиржи;40,95;;;;;;;2;;RUB;;3;
SNDX;IMOEX;02.06.1998;Индекс МосБиржи;Индекс МосБиржи;42,97;;;;;;;2;;RUB;;3;
SNDX;IMOEX;03.06.1998;Индекс МосБиржи;Индекс МосБиржи;50,58;;;;;;;2;;RUB;;3;
SNDX;IMOEX;04.06.1998;Индекс МосБиржи;Индекс МосБиржи;51,58;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.06.1998;Индекс МосБиржи;Индекс МосБиржи;50,46;;;;;;;2;;RUB;;3;
SNDX;IMOEX;08.06.1998;Индекс МосБиржи;Индекс МосБиржи;49,78;;;;;;;2;;RUB;;3;
SNDX;IMOEX;09.06.1998;Индекс МосБиржи;Индекс МосБиржи;47,2;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.06.1998;Индекс МосБиржи;Индекс МосБиржи;43,25;;;;;;;2;;RUB;;3;
SNDX;IMOEX;11.06.1998;Индекс МосБиржи;Индекс МосБиржи;40,56;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.06.1998;Индекс МосБиржи;Индекс МосБиржи;38,54;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.06.1998;Индекс МосБиржи;Индекс МосБиржи;38,6;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.06.1998;Индекс МосБиржи;Индекс МосБиржи;41,35;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.06.1998;Индекс МосБиржи;Индекс МосБиржи;44,86;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.06.1998;Индекс МосБиржи;Индекс МосБиржи;40,93;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.06.1998;Индекс МосБиржи;Индекс МосБиржи;41,54;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.06.1998;Индекс МосБиржи;Индекс МосБиржи;42,11;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.06.1998;Индекс МосБиржи;Индекс МосБиржи;43,45;;;;;;;2;;RUB;;3;
SNDX;IMOEX;25.06.1998;Индекс МосБиржи;Индекс МосБиржи;43,04;;;;;;;2;;RUB;;3;
SNDX;IMOEX;26.06.1998;Индекс МосБиржи;Индекс МосБиржи;39,43;;;;;;;2;;RUB;;3;
SNDX;IMOEX;29.06.1998;Индекс МосБиржи;Индекс МосБиржи;36,77;;;;;;;2;;RUB;;3;
SNDX;IMOEX;30.06.1998;Индекс МосБиржи;Индекс МосБиржи;35,89;;;;;;;2;;RUB;;3;
SNDX;IMOEX;01.07.1998;Индекс МосБиржи;Индекс МосБиржи;35,82;;;;;;;2;;RUB;;3;
SNDX;IMOEX;02.07.1998;Индекс МосБиржи;Индекс МосБиржи;33,88;;;;;;;2;;RUB;;3;
SNDX;IMOEX;03.07.1998;Индекс МосБиржи;Индекс МосБиржи;35,3;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.07.1998;Индекс МосБиржи;Индекс МосБиржи;34,56;;;;;;;2;;RUB;;3;
SNDX;IMOEX;07.07.1998;Индекс МосБиржи;Индекс МосБиржи;32,02;;;;;;;2;;RUB;;3;
SNDX;IMOEX;08.07.1998;Индекс МосБиржи;Индекс МосБиржи;31,79;;;;;;;2;;RUB;;3;
SNDX;IMOEX;09.07.1998;Индекс МосБиржи;Индекс МосБиржи;32,53;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.07.1998;Индекс МосБиржи;Индекс МосБиржи;33,77;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.07.1998;Индекс МосБиржи;Индекс МосБиржи;37,55;;;;;;;2;;RUB;;3;
SNDX;IMOEX;14.07.1998;Индекс МосБиржи;Индекс МосБиржи;44,88;;;;;;;2;;RUB;;3;
SNDX;IMOEX;15.07.1998;Индекс МосБиржи;Индекс МосБиржи;46,09;;;;;;;2;;RUB;;3;
SNDX;IMOEX;16.07.1998;Индекс МосБиржи;Индекс МосБиржи;46,56;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.07.1998;Индекс МосБиржи;Индекс МосБиржи;48,53;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.07.1998;Индекс МосБиржи;Индекс МосБиржи;49,51;;;;;;;2;;RUB;;3;
SNDX;IMOEX;21.07.1998;Индекс МосБиржи;Индекс МосБиржи;47,33;;;;;;;2;;RUB;;3;
SNDX;IMOEX;22.07.1998;Индекс МосБиржи;Индекс МосБиржи;42,81;;;;;;;2;;RUB;;3;
SNDX;IMOEX;23.07.1998;Индекс МосБиржи;Индекс МосБиржи;40,59;;;;;;;2;;RUB;;3;
SNDX;IMOEX;24.07.1998;Индекс МосБиржи;Индекс МосБиржи;39,01;;;;;;;2;;RUB;;3;
SNDX;IMOEX;27.07.1998;Индекс МосБиржи;Индекс МосБиржи;35,72;;;;;;;2;;RUB;;3;
SNDX;IMOEX;28.07.1998;Индекс МосБиржи;Индекс МосБиржи;35,74;;;;;;;2;;RUB;;3;
SNDX;IMOEX;29.07.1998;Индекс МосБиржи;Индекс МосБиржи;35,96;;;;;;;2;;RUB;;3;
SNDX;IMOEX;30.07.1998;Индекс МосБиржи;Индекс МосБиржи;36,81;;;;;;;2;;RUB;;3;
SNDX;IMOEX;31.07.1998;Индекс МосБиржи;Индекс МосБиржи;37,46;;;;;;;2;;RUB;;3;
SNDX;IMOEX;03.08.1998;Индекс МосБиржи;Индекс МосБиржи;35,14;;;;;;;2;;RUB;;3;
SNDX;IMOEX;04.08.1998;Индекс МосБиржи;Индекс МосБиржи;35,11;;;;;;;2;;RUB;;3;
SNDX;IMOEX;05.08.1998;Индекс МосБиржи;Индекс МосБиржи;34,35;;;;;;;2;;RUB;;3;
SNDX;IMOEX;06.08.1998;Индекс МосБиржи;Индекс МосБиржи;33,26;;;;;;;2;;RUB;;3;
SNDX;IMOEX;07.08.1998;Индекс МосБиржи;Индекс МосБиржи;30,33;;;;;;;2;;RUB;;3;
SNDX;IMOEX;10.08.1998;Индекс МосБиржи;Индекс МосБиржи;28,66;;;;;;;2;;RUB;;3;
SNDX;IMOEX;11.08.1998;Индекс МосБиржи;Индекс МосБиржи;23,7;;;;;;;2;;RUB;;3;
SNDX;IMOEX;12.08.1998;Индекс МосБиржи;Индекс МосБиржи;24,8;;;;;;;2;;RUB;;3;
SNDX;IMOEX;13.08.1998;Индекс МосБиржи;Индекс МосБиржи;20,89;;;;;;;2;;RUB;;3;
SNDX;IMOEX;14.08.1998;Индекс МосБиржи;Индекс МосБиржи;24,34;;;;;;;2;;RUB;;3;
SNDX;IMOEX;17.08.1998;Индекс МосБиржи;Индекс МосБиржи;25,47;;;;;;;2;;RUB;;3;
SNDX;IMOEX;18.08.1998;Индекс МосБиржи;Индекс МосБиржи;24,2;;;;;;;2;;RUB;;3;
SNDX;IMOEX;19.08.1998;Индекс МосБиржи;Индекс МосБиржи;21,55;;;;;;;2;;RUB;;3;
SNDX;IMOEX;20.08.1998;Индекс МосБиржи;Индекс МосБиржи;20,13;;;;;;;2;;RUB;;3;
