BOARDID;SECID;TRADEDATE;SHORTNAME;NAME;CLOSE;OPEN;HIGH;LOW;VALUE;DURATION;YIELD;DECIMALS;CAPITALIZATION;CURRENCYID;DIVISOR;TRADINGSESSION;VOLUME
SNDX;IMOEX;09.09.2019;Индекс МосБиржи;Индекс МосБиржи;2786,63;2802,49;2810,91;2777,63;30105613162;0;0;2;1,0335E+13;RUB;3708780020;3;
SNDX;IMOEX;10.09.2019;Индекс МосБиржи;Индекс МосБиржи;2787,52;2784,8;2791,02;2767,29;46262429644;0;0;2;1,03383E+13;RUB;3708780020;3;
SNDX;IMOEX;11.09.2019;Индекс МосБиржи;Индекс МосБиржи;2817,05;2788,19;2819,75;2782,95;48054463895;0;0;2;1,04478E+13;RUB;3708780020;3;
SNDX;IMOEX;12.09.2019;Индекс МосБиржи;Индекс МосБиржи;2799,99;2816,06;2816,06;2789,14;56544628524;0;0;2;1,03846E+13;RUB;3708780020;3;
SNDX;IMOEX;13.09.2019;Индекс МосБиржи;Индекс МосБиржи;2791,74;2795,85;2801,28;2777,23;41055464669;0;0;2;1,0354E+13;RUB;3708780020;3;
SNDX;IMOEX;16.09.2019;Индекс МосБиржи;Индекс МосБиржи;2834,32;2810,78;2834,32;2803,89;65049241158;0;0;2;1,05119E+13;RUB;3708780020;3;
SNDX;IMOEX;17.09.2019;Индекс МосБиржи;Индекс МосБиржи;2820,86;2832,42;2847,01;2807,33;62146876445;0;0;2;1,04619E+13;RUB;3708780020;3;
SNDX;IMOEX;18.09.2019;Индекс МосБиржи;Индекс МосБиржи;2818,6;2818,93;2824,25;2809,67;37671896359;0;0;2;1,04536E+13;RUB;3708780020;3;
SNDX;IMOEX;19.09.2019;Индекс МосБиржи;Индекс МосБиржи;2794,77;2815,49;2816,57;2794,17;49313606753;0;0;2;1,03652E+13;RUB;3708780020;3;
SNDX;IMOEX;20.09.2019;Индекс МосБиржи;Индекс МосБиржи;2796,41;2794,82;2796,41;2777,83;50615777794;0;0;2;1,09837E+13;RUB;3927791500;3;
SNDX;IMOEX;23.09.2019;Индекс МосБиржи;Индекс МосБиржи;2785,46;2793,03;2793,03;2769,6;33696918510;0;0;2;1,09407E+13;RUB;3927791500;3;
SNDX;IMOEX;24.09.2019;Индекс МосБиржи;Индекс МосБиржи;2754,53;2785,57;2789,61;2749,86;40017599718;0;0;2;1,08192E+13;RUB;3927791500;3;
SNDX;IMOEX;25.09.2019;Индекс МосБиржи;Индекс МосБиржи;2760,29;2749,13;2760,29;2739,11;39059148416;0;0;2;1,08418E+13;RUB;3927791500;3;
SNDX;IMOEX;26.09.2019;Индекс МосБиржи;Индекс МосБиржи;2772,7;2755,6;2779,78;2754,84;37187282318;0;0;2;1,08906E+13;RUB;3927791500;3;
SNDX;IMOEX;27.09.2019;Индекс МосБиржи;Индекс МосБиржи;2757,98;2772,58;2777,19;2757,98;23497415582;0;0;2;1,08328E+13;RUB;3927791500;3;
SNDX;IMOEX;30.09.2019;Индекс МосБиржи;Индекс МосБиржи;2747,18;2759,94;2764,31;2744,47;34819037706;0;0;2;1,07904E+13;RUB;3927791500;3;
SNDX;IMOEX;01.10.2019;Индекс МосБиржи;Индекс МосБиржи;2758,83;2749,83;2781,33;2748,51;38375450605;0;0;2;1,08361E+13;RUB;3927791500;3;
SNDX;IMOEX;02.10.2019;Индекс МосБиржи;Индекс МосБиржи;2719,39;2756,86;2758,5;2716,73;43551257887;0;0;2;1,06812E+13;RUB;3927791500;3;
SNDX;IMOEX;03.10.2019;Индекс МосБиржи;Индекс МосБиржи;2707,47;2719,65;2722,74;2696,58;43344823777;0;0;2;1,06344E+13;RUB;3927791500;3;
SNDX;IMOEX;04.10.2019;Индекс МосБиржи;Индекс МосБиржи;2692,55;2707,9;2717,7;2687;33691774673;0;0;2;1,05758E+13;RUB;3927791500;3;
SNDX;IMOEX;07.10.2019;Индекс МосБиржи;Индекс МосБиржи;2719,22;2695,54;2721,16;2686,15;33400560149;0;0;2;1,06805E+13;RUB;3927791500;3;
SNDX;IMOEX;08.10.2019;Индекс МосБиржи;Индекс МосБиржи;2707,89;2720,17;2724,62;2700,46;32965289155;0;0;2;1,0636E+13;RUB;3927791500;3;
SNDX;IMOEX;09.10.2019;Индекс МосБиржи;Индекс МосБиржи;2713,02;2704,71;2724,83;2702,56;35757950334;0;0;2;1,06562E+13;RUB;3927791500;3;
SNDX;IMOEX;10.10.2019;Индекс МосБиржи;Индекс МосБиржи;2721,51;2709,39;2725,49;2695,82;31666614030;0;0;2;1,06895E+13;RUB;3927791500;3;
SNDX;IMOEX;11.10.2019;Индекс МосБиржи;Индекс МосБиржи;2708,07;2723,36;2733,78;2703,85;48699135961;0;0;2;1,06367E+13;RUB;3927791500;3;
SNDX;IMOEX;14.10.2019;Индекс МосБиржи;Индекс МосБиржи;2697,46;2710,56;2716,15;2692,59;36494400353;0;0;2;1,0595E+13;RUB;3927791500;3;
SNDX;IMOEX;15.10.2019;Индекс МосБиржи;Индекс МосБиржи;2715,26;2696,6;2715,26;2691,29;42315247370;0;0;2;1,0665E+13;RUB;3927791500;3;
SNDX;IMOEX;16.10.2019;Индекс МосБиржи;Индекс МосБиржи;2744,35;2714,81;2745;2714,81;56833890000;0;0;2;1,07792E+13;RUB;3927791500;3;
SNDX;IMOEX;17.10.2019;Индекс МосБиржи;Индекс МосБиржи;2748,64;2744,43;2754,7;2738,92;44967643666;0;0;2;1,07961E+13;RUB;3927791500;3;
SNDX;IMOEX;18.10.2019;Индекс МосБиржи;Индекс МосБиржи;2752,91;2747,8;2758,73;2742,24;37356608769;0;0;2;1,08129E+13;RUB;3927791500;3;
SNDX;IMOEX;21.10.2019;Индекс МосБиржи;Индекс МосБиржи;2761,15;2759,79;2767,76;2751,95;43161679601;0;0;2;1,08452E+13;RUB;3927791500;3;
SNDX;IMOEX;22.10.2019;Индекс МосБиржи;Индекс МосБиржи;2802,23;2766,21;2802,23;2762,49;55307841355;0;0;2;1,10066E+13;RUB;3927791500;3;
SNDX;IMOEX;23.10.2019;Индекс МосБиржи;Индекс МосБиржи;2821,58;2797,44;2821,89;2789,75;61075225027;0;0;2;1,10826E+13;RUB;3927791500;3;
SNDX;IMOEX;24.10.2019;Индекс МосБиржи;Индекс МосБиржи;2877,05;2822,37;2877,05;2822,1;75485794925;0;0;2;1,13005E+13;RUB;3927791500;3;
SNDX;IMOEX;25.10.2019;Индекс МосБиржи;Индекс МосБиржи;2873,41;2876,1;2879,42;2848,4;76453278579;0;0;2;1,12861E+13;RUB;3927791500;3;
SNDX;IMOEX;28.10.2019;Индекс МосБиржи;Индекс МосБиржи;2856,91;2879,37;2899,65;2850,32;72388336295;0;0;2;1,12213E+13;RUB;3927791500;3;
SNDX;IMOEX;29.10.2019;Индекс МосБиржи;Индекс МосБиржи;2886,48;2858,42;2886,48;2845,28;69916634559;0;0;2;1,13375E+13;RUB;3927791500;3;
SNDX;IMOEX;30.10.2019;Индекс МосБиржи;Индекс МосБиржи;2911,15;2882,07;2913,48;2874,17;73012112380;0;0;2;1,14344E+13;RUB;3927791500;3;
SNDX;IMOEX;31.10.2019;Индекс МосБиржи;Индекс МосБиржи;2893,98;2917,22;2936,26;2884,3;74972930699;0;0;2;1,13669E+13;RUB;3927791500;3;
SNDX;IMOEX;01.11.2019;Индекс МосБиржи;Индекс МосБиржи;2930,4;2895,47;2930,4;2886,59;55876937524;0;0;2;1,151E+13;RUB;3927791500;3;
SNDX;IMOEX;05.11.2019;Индекс МосБиржи;Индекс МосБиржи;2949,55;2950,78;2965,48;2936,48;58231346075;0;0;2;1,15852E+13;RUB;3927791500;3;
SNDX;IMOEX;06.11.2019;Индекс МосБиржи;Индекс МосБиржи;2980,84;2949,7;2980,84;2935,15;55687574351;0;0;2;1,17081E+13;RUB;3927791500;3;
SNDX;IMOEX;07.11.2019;Индекс МосБиржи;Индекс МосБиржи;3008,54;2977,67;3009,11;2966,2;66187325116;0;0;2;1,18169E+13;RUB;3927791500;3;
SNDX;IMOEX;08.11.2019;Индекс МосБиржи;Индекс МосБиржи;2973,19;2997,85;2997,85;2958,55;51139297570;0;0;2;1,16781E+13;RUB;3927791500;3;
SNDX;IMOEX;11.11.2019;Индекс МосБиржи;Индекс МосБиржи;2961,46;2965,84;2972,39;2953,23;52265140824;0;0;2;1,1632E+13;RUB;3927791500;3;
SNDX;IMOEX;12.11.2019;Индекс МосБиржи;Индекс МосБиржи;2951,16;2963,7;2983,48;2944;62686619719;0;0;2;1,15915E+13;RUB;3927791500;3;
SNDX;IMOEX;13.11.2019;Индекс МосБиржи;Индекс МосБиржи;2933,89;2942,4;2942,4;2924,23;57048154025;0;0;2;1,15237E+13;RUB;3927791500;3;
SNDX;IMOEX;14.11.2019;Индекс МосБиржи;Индекс МосБиржи;2922,45;2938,6;2948,98;2902,91;73661854887;0;0;2;1,14788E+13;RUB;3927791500;3;
SNDX;IMOEX;15.11.2019;Индекс МосБиржи;Индекс МосБиржи;2934,82;2925,31;2938,15;2914,05;56573349968;0;0;2;1,15273E+13;RUB;3927791500;3;
SNDX;IMOEX;18.11.2019;Индекс МосБиржи;Индекс МосБиржи;2924,48;2947,39;2956,59;2914,25;57563015707;0;0;2;1,14868E+13;RUB;3927791500;3;
SNDX;IMOEX;19.11.2019;Индекс МосБиржи;Индекс МосБиржи;2941,69;2928,1;2942,49;2923,1;52625366958;0;0;2;1,15543E+13;RUB;3927791500;3;
SNDX;IMOEX;20.11.2019;Индекс МосБиржи;Индекс МосБиржи;2936,47;2935,64;2948,89;2914,95;80771811290;0;0;2;1,15339E+13;RUB;3927791500;3;
SNDX;IMOEX;21.11.2019;Индекс МосБиржи;Индекс МосБиржи;2942,6;2940,78;2947,57;2930,68;85052547946;0;0;2;1,15579E+13;RUB;3927791500;3;
SNDX;IMOEX;22.11.2019;Индекс МосБиржи;Индекс МосБиржи;2947,68;2939,36;2968,47;2935,21;55892162749;0;0;2;1,15779E+13;RUB;3927791500;3;
SNDX;IMOEX;25.11.2019;Индекс МосБиржи;Индекс МосБиржи;2955,32;2953,11;2959,76;2945,33;39224030391;0;0;2;1,16079E+13;RUB;3927791500;3;
SNDX;IMOEX;26.11.2019;Индекс МосБиржи;Индекс МосБиржи;2930,62;2954,84;2963,92;2922,89;87286376988;0;0;2;1,15109E+13;RUB;3927791500;3;
SNDX;IMOEX;27.11.2019;Индекс МосБиржи;Индекс МосБиржи;2929,05;2932,25;2945,6;2922,48;41768925555;0;0;2;1,15047E+13;RUB;3927791500;3;
SNDX;IMOEX;28.11.2019;Индекс МосБиржи;Индекс МосБиржи;2927,57;2926,3;2931,48;2911,8;32904617965;0;0;2;1,14989E+13;RUB;3927791500;3;
SNDX;IMOEX;29.11.2019;Индекс МосБиржи;Индекс МосБиржи;2935,37;2925,76;2936,24;2911,56;44118054573;0;0;2;1,15295E+13;RUB;3927791500;3;
SNDX;IMOEX;02.12.2019;Индекс МосБиржи;Индекс МосБиржи;2921,18;2937,69;2958,84;2920,33;56256810740;0;0;2;1,14738E+13;RUB;3927791500;3;
SNDX;IMOEX;03.12.2019;Индекс МосБиржи;Индекс МосБиржи;2883,48;2917,46;2922,81;2882,65;56001063840;0;0;2;1,13257E+13;RUB;3927791500;3;
SNDX;IMOEX;04.12.2019;Индекс МосБиржи;Индекс МосБиржи;2900,66;2887,39;2909,11;2875,5;46424481795;0;0;2;1,13932E+13;RUB;3927791500;3;
SNDX;IMOEX;05.12.2019;Индекс МосБиржи;Индекс МосБиржи;2899,29;2903,5;2909,59;2882,8;44862391520;0;0;2;1,13878E+13;RUB;3927791500;3;
SNDX;IMOEX;06.12.2019;Индекс МосБиржи;Индекс МосБиржи;2928,76;2900,78;2928,76;2897,56;43574389618;0;0;2;1,15035E+13;RUB;3927791500;3;
SNDX;IMOEX;09.12.2019;Индекс МосБиржи;Индекс МосБиржи;2945,03;2932,08;2947,68;2926,1;41565182999;0;0;2;1,15675E+13;RUB;3927791500;3;
SNDX;IMOEX;10.12.2019;Индекс МосБиржи;Индекс МосБиржи;2932,4;2943,03;2948,94;2920,93;43930405456;0;0;2;1,15179E+13;RUB;3927791500;3;
SNDX;IMOEX;11.12.2019;Индекс МосБиржи;Индекс МосБиржи;2954,4;2932,43;2959,12;2932,43;48852896932;0;0;2;1,16043E+13;RUB;3927791500;3;
SNDX;IMOEX;12.12.2019;Индекс МосБиржи;Индекс МосБиржи;2982,86;2966,24;2996,82;2965,1;76267420500;0;0;2;1,17161E+13;RUB;3927791500;3;
SNDX;IMOEX;13.12.2019;Индекс МосБиржи;Индекс МосБиржи;2996,63;2990,92;3000,1;2984,92;58151037395;0;0;2;1,17701E+13;RUB;3927791500;3;
SNDX;IMOEX;16.12.2019;Индекс МосБиржи;Индекс МосБиржи;3006,16;3001,42;3012,21;2994,44;48141089732;0;0;2;1,18076E+13;RUB;3927791500;3;
SNDX;IMOEX;17.12.2019;Индекс МосБиржи;Индекс МосБиржи;3013,29;3012,49;3019,95;3005,61;52427814011;0;0;2;1,18356E+13;RUB;3927791500;3;
SNDX;IMOEX;18.12.2019;Индекс МосБиржи;Индекс МосБиржи;3023,92;3011,37;3023,92;3004,27;60333709716;0;0;2;1,18773E+13;RUB;3927791500;3;
SNDX;IMOEX;19.12.2019;Индекс МосБиржи;Индекс МосБиржи;3008,39;3012,29;3027,88;2998,05;67070380928;0;0;2;1,18163E+13;RUB;3927791500;3;
SNDX;IMOEX;20.12.2019;Индекс МосБиржи;Индекс МосБиржи;3015,93;3015,64;3021,05;3004,21;63707969117;0;0;2;1,16762E+13;RUB;3871514068;3;
SNDX;IMOEX;23.12.2019;Индекс МосБиржи;Индекс МосБиржи;3033,81;3009,89;3033,81;3009,07;45691999314;0;0;2;1,17454E+13;RUB;3871514068;3;
SNDX;IMOEX;24.12.2019;Индекс МосБиржи;Индекс МосБиржи;3030,59;3035,86;3039,92;3025,92;33010395704;0;0;2;1,1733E+13;RUB;3871514068;3;
SNDX;IMOEX;25.12.2019;Индекс МосБиржи;Индекс МосБиржи;3030,84;3032,41;3036,81;3024,89;18412033286;0;0;2;1,17339E+13;RUB;3871514068;3;
SNDX;IMOEX;26.12.2019;Индекс МосБиржи;Индекс МосБиржи;3031,67;3025,58;3034,63;3021,62;23000825028;0;0;2;1,17371E+13;RUB;3871514068;3;
SNDX;IMOEX;27.12.2019;Индекс МосБиржи;Индекс МосБиржи;3050,47;3029,12;3054,03;3029,12;37019368140;0;0;2;1,18099E+13;RUB;3871514068;3;
SNDX;IMOEX;30.12.2019;Индекс МосБиржи;Индекс МосБиржи;3045,87;3051,41;3060,2;3042,34;37177853871;0;0;2;1,17921E+13;RUB;3871514068;3;
SNDX;IMOEX;03.01.2020;Индекс МосБиржи;Индекс МосБиржи;3076,37;3059,2;3086,09;3057,36;44508670839;0;0;2;1,19102E+13;RUB;3871514068;3;
SNDX;IMOEX;06.01.2020;Индекс МосБиржи;Индекс МосБиржи;3078,87;3075,55;3079,42;3059,47;39130289767;0;0;2;1,19199E+13;RUB;3871514068;3;
SNDX;IMOEX;08.01.2020;Индекс МосБиржи;Индекс МосБиржи;3110,06;3076,63;3112,01;3071,88;53007480525;0;0;2;1,20406E+13;RUB;3871514068;3;
SNDX;IMOEX;09.01.2020;Индекс МосБиржи;Индекс МосБиржи;3118,08;3105,21;3124,6;3094,85;58694873429;0;0;2;1,20717E+13;RUB;3871514068;3;
SNDX;IMOEX;10.01.2020;Индекс МосБиржи;Индекс МосБиржи;3123,66;3117,24;3130,92;3101,21;44984451737;0;0;2;1,20933E+13;RUB;3871514068;3;
SNDX;IMOEX;13.01.2020;Индекс МосБиржи;Индекс МосБиржи;3151,69;3124,96;3151,69;3117,03;53874666810;0;0;2;1,22018E+13;RUB;3871514068;3;
SNDX;IMOEX;14.01.2020;Индекс МосБиржи;Индекс МосБиржи;3129,77;3155,63;3166,07;3126;75868217158;0;0;2;1,21169E+13;RUB;3871514068;3;
SNDX;IMOEX;15.01.2020;Индекс МосБиржи;Индекс МосБиржи;3132,63;3128,38;3148,29;3106,41;76126625593;0;0;2;1,2128E+13;RUB;3871514068;3;
SNDX;IMOEX;16.01.2020;Индекс МосБиржи;Индекс МосБиржи;3157,23;3137,52;3163,2;3137,52;69679297964;0;0;2;1,22233E+13;RUB;3871514068;3;
SNDX;IMOEX;17.01.2020;Индекс МосБиржи;Индекс МосБиржи;3196,88;3161,25;3198,32;3159,23;78643628646;0;0;2;1,23768E+13;RUB;3871514068;3;
SNDX;IMOEX;20.01.2020;Индекс МосБиржи;Индекс МосБиржи;3219,92;3205,64;3226,89;3204,32;62359861660;0;0;2;1,2466E+13;RUB;3871514068;3;
SNDX;IMOEX;21.01.2020;Индекс МосБиржи;Индекс МосБиржи;3209,22;3212,72;3213,38;3185,65;65071326469;0;0;2;1,24245E+13;RUB;3871514068;3;
SNDX;IMOEX;22.01.2020;Индекс МосБиржи;Индекс МосБиржи;3174,62;3212,91;3222,93;3174,62;79502683838;0;0;2;1,22906E+13;RUB;3871514068;3;
SNDX;IMOEX;23.01.2020;Индекс МосБиржи;Индекс МосБиржи;3141,2;3162,68;3170,41;3135,15;80959193889;0;0;2;1,21612E+13;RUB;3871514068;3;
SNDX;IMOEX;24.01.2020;Индекс МосБиржи;Индекс МосБиржи;3146,2;3147,28;3165,86;3134,7;60467395350;0;0;2;1,21806E+13;RUB;3871514068;3;
SNDX;IMOEX;27.01.2020;Индекс МосБиржи;Индекс МосБиржи;3085,16;3123,71;3123,71;3076,68;89131669907;0;0;2;1,19442E+13;RUB;3871514068;3;
SNDX;IMOEX;28.01.2020;Индекс МосБиржи;Индекс МосБиржи;3113,1;3097,71;3115,62;3068,67;75008595222;0;0;2;1,20524E+13;RUB;3871514068;3;
SNDX;IMOEX;29.01.2020;Индекс МосБиржи;Индекс МосБиржи;3128,8;3125,91;3140,77;3115,64;66029373168;0;0;2;1,21132E+13;RUB;3871514068;3;
SNDX;IMOEX;30.01.2020;Индекс МосБиржи;Индекс МосБиржи;3108,58;3108,38;3121,54;3096,31;66661508186;0;0;2;1,20349E+13;RUB;3871514068;3;
SNDX;IMOEX;31.01.2020;Индекс МосБиржи;Индекс МосБиржи;3076,65;3133,4;3143,29;3076,65;81958944501;0;0;2;1,19113E+13;RUB;3871514068;3;
SNDX;IMOEX;03.02.2020;Индекс МосБиржи;Индекс МосБиржи;3070,84;3062,27;3085,89;3058,48;83477701054;0;0;2;1,18888E+13;RUB;3871514068;3;
SNDX;IMOEX;04.02.2020;Индекс МосБиржи;Индекс МосБиржи;3097,6;3082,2;3105,98;3071,79;83817081712;0;0;2;1,19924E+13;RUB;3871514068;3;
SNDX;IMOEX;05.02.2020;Индекс МосБиржи;Индекс МосБиржи;3114,25;3105,52;3137,97;3083,26;89542515840;0;0;2;1,20569E+13;RUB;3871514068;3;
SNDX;IMOEX;06.02.2020;Индекс МосБиржи;Индекс МосБиржи;3096,68;3132,84;3145,15;3086,91;68274902780;0;0;2;1,19889E+13;RUB;3871514068;3;
SNDX;IMOEX;07.02.2020;Индекс МосБиржи;Индекс МосБиржи;3087,63;3101,08;3108,28;3056,85;72646728796;0;0;2;1,19538E+13;RUB;3871514068;3;
SNDX;IMOEX;10.02.2020;Индекс МосБиржи;Индекс МосБиржи;3062,41;3088,63;3092,93;3049,33;66051446948;0;0;2;1,18561E+13;RUB;3871514068;3;
SNDX;IMOEX;11.02.2020;Индекс МосБиржи;Индекс МосБиржи;3097,58;3072,39;3109,22;3069,9;91556273983;0;0;2;1,19923E+13;RUB;3871514068;3;
SNDX;IMOEX;12.02.2020;Индекс МосБиржи;Индекс МосБиржи;3122,27;3103,81;3122,27;3095,7;83872830883;0;0;2;1,20879E+13;RUB;3871514068;3;
SNDX;IMOEX;13.02.2020;Индекс МосБиржи;Индекс МосБиржи;3110,05;3116,99;3122,19;3096,98;63560227880;0;0;2;1,20406E+13;RUB;3871514068;3;
SNDX;IMOEX;14.02.2020;Индекс МосБиржи;Индекс МосБиржи;3096,88;3113,72;3120,89;3084,57;51397252517;0;0;2;1,19896E+13;RUB;3871514068;3;
SNDX;IMOEX;17.02.2020;Индекс МосБиржи;Индекс МосБиржи;3110,06;3097,18;3110,06;3092,45;36147422395;0;0;2;1,20406E+13;RUB;3871514068;3;
SNDX;IMOEX;18.02.2020;Индекс МосБиржи;Индекс МосБиржи;3074,05;3103,71;3104,42;3064,15;57353551342;0;0;2;1,19012E+13;RUB;3871514068;3;
SNDX;IMOEX;19.02.2020;Индекс МосБиржи;Индекс МосБиржи;3114,57;3089,09;3117,84;3086,41;55406709716;0;0;2;1,20581E+13;RUB;3871514068;3;
SNDX;IMOEX;20.02.2020;Индекс МосБиржи;Индекс МосБиржи;3125,1;3120,51;3139,59;3117,5;56336963229;0;0;2;1,20989E+13;RUB;3871514068;3;
SNDX;IMOEX;21.02.2020;Индекс МосБиржи;Индекс МосБиржи;3106,03;3109,86;3129,24;3098,76;47793664892;0;0;2;1,20251E+13;RUB;3871514068;3;
SNDX;IMOEX;25.02.2020;Индекс МосБиржи;Индекс МосБиржи;3002,68;3058,33;3073,27;3002,68;86905007829;0;0;2;1,16249E+13;RUB;3871514068;3;
SNDX;IMOEX;26.02.2020;Индекс МосБиржи;Индекс МосБиржи;3017,42;2994,22;3026,26;2958,46;1,07096E+11;0;0;2;1,1682E+13;RUB;3871514068;3;
SNDX;IMOEX;27.02.2020;Индекс МосБиржи;Индекс МосБиржи;2915,84;2989,18;3002,2;2910,46;1,02824E+11;0;0;2;1,12887E+13;RUB;3871514068;3;
SNDX;IMOEX;28.02.2020;Индекс МосБиржи;Индекс МосБиржи;2785,08;2850,11;2855,32;2744,18;1,8465E+11;0;0;2;1,07825E+13;RUB;3871514068;3;
SNDX;IMOEX;02.03.2020;Индекс МосБиржи;Индекс МосБиржи;2765,77;2829,47;2875,3;2714,36;1,44561E+11;0;0;2;1,07077E+13;RUB;3871514068;3;
SNDX;IMOEX;03.03.2020;Индекс МосБиржи;Индекс МосБиржи;2821,37;2817,58;2844,04;2789,76;1,06771E+11;0;0;2;1,0923E+13;RUB;3871514068;3;
SNDX;IMOEX;04.03.2020;Индекс МосБиржи;Индекс МосБиржи;2828,01;2799,18;2841,13;2779,85;82510191732;0;0;2;1,09487E+13;RUB;3871514068;3;
SNDX;IMOEX;05.03.2020;Индекс МосБиржи;Индекс МосБиржи;2816,7;2852,42;2861,6;2800,43;80567170588;0;0;2;1,09049E+13;RUB;3871514068;3;
SNDX;IMOEX;06.03.2020;Индекс МосБиржи;Индекс МосБиржи;2719,51;2773,53;2782,77;2680,06;1,39178E+11;0;0;2;1,05286E+13;RUB;3871514068;3;
SNDX;IMOEX;10.03.2020;Индекс МосБиржи;Индекс МосБиржи;2498,94;2502,7;2661,63;2435,62;2,48733E+11;0;0;2;9,67468E+12;RUB;3871514068;3;
SNDX;IMOEX;11.03.2020;Индекс МосБиржи;Индекс МосБиржи;2492,88;2532,72;2555,43;2457,36;1,41025E+11;0;0;2;9,65124E+12;RUB;3871514068;3;
SNDX;IMOEX;12.03.2020;Индекс МосБиржи;Индекс МосБиржи;2286,4;2413,02;2413,02;2277,58;1,73022E+11;0;0;2;8,85181E+12;RUB;3871514068;3;
SNDX;IMOEX;13.03.2020;Индекс МосБиржи;Индекс МосБиржи;2316,38;2277,66;2418,15;2275,16;1,84469E+11;0;0;2;8,96791E+12;RUB;3871514068;3;
SNDX;IMOEX;16.03.2020;Индекс МосБиржи;Индекс МосБиржи;2266,9;2297,04;2301,19;2179,12;1,40704E+11;0;0;2;8,77633E+12;RUB;3871514068;3;
SNDX;IMOEX;17.03.2020;Индекс МосБиржи;Индекс МосБиржи;2224,74;2263,62;2313,34;2172,46;1,33391E+11;0;0;2;8,61311E+12;RUB;3871514068;3;
SNDX;IMOEX;18.03.2020;Индекс МосБиржи;Индекс МосБиржи;2112,64;2192,79;2205,41;2097,84;1,28603E+11;0;0;2;8,17911E+12;RUB;3871514068;3;
SNDX;IMOEX;19.03.2020;Индекс МосБиржи;Индекс МосБиржи;2275,7;2134,43;2288,09;2073,87;1,60373E+11;0;0;2;8,81039E+12;RUB;3871514068;3;
SNDX;IMOEX;20.03.2020;Индекс МосБиржи;Индекс МосБиржи;2331,61;2327,27;2418,74;2314,75;1,80698E+11;0;0;2;9,42635E+12;RUB;4042851180;3;
SNDX;IMOEX;23.03.2020;Индекс МосБиржи;Индекс МосБиржи;2253,35;2257,88;2321,76;2213,49;1,28507E+11;0;0;2;9,10996E+12;RUB;4042851180;3;
SNDX;IMOEX;24.03.2020;Индекс МосБиржи;Индекс МосБиржи;2415,97;2349,47;2435,27;2341,21;1,26199E+11;0;0;2;9,76742E+12;RUB;4042851180;3;
SNDX;IMOEX;25.03.2020;Индекс МосБиржи;Индекс МосБиржи;2452,69;2459,3;2518,38;2372,34;1,7018E+11;0;0;2;9,91585E+12;RUB;4042851180;3;
SNDX;IMOEX;26.03.2020;Индекс МосБиржи;Индекс МосБиржи;2489,97;2448,76;2514,92;2403,6;1,09485E+11;0;0;2;1,00666E+13;RUB;4042851180;3;
SNDX;IMOEX;27.03.2020;Индекс МосБиржи;Индекс МосБиржи;2401,11;2491,7;2498,33;2378,88;95057170139;0;0;2;9,70733E+12;RUB;4042851180;3;
SNDX;IMOEX;30.03.2020;Индекс МосБиржи;Индекс МосБиржи;2433,35;2377,21;2435,53;2357,53;83128100471;0;0;2;9,83765E+12;RUB;4042851180;3;
SNDX;IMOEX;31.03.2020;Индекс МосБиржи;Индекс МосБиржи;2508,81;2466,28;2526,13;2459,19;1,13756E+11;0;0;2;1,01427E+13;RUB;4042851180;3;
SNDX;IMOEX;01.04.2020;Индекс МосБиржи;Индекс МосБиржи;2473,61;2465,56;2491,66;2449,01;80256140704;0;0;2;1,00005E+13;RUB;4042851180;3;
SNDX;IMOEX;02.04.2020;Индекс МосБиржи;Индекс МосБиржи;2545,95;2528,72;2562,54;2470,85;1,3424E+11;0;0;2;1,02929E+13;RUB;4042851180;3;
SNDX;IMOEX;03.04.2020;Индекс МосБиржи;Индекс МосБиржи;2572,23;2547,15;2609,16;2533,06;1,17109E+11;0;0;2;1,03992E+13;RUB;4042851180;3;
SNDX;IMOEX;06.04.2020;Индекс МосБиржи;Индекс МосБиржи;2622,59;2597,28;2639,56;2576,28;89823141209;0;0;2;1,06028E+13;RUB;4042851180;3;
SNDX;IMOEX;07.04.2020;Индекс МосБиржи;Индекс МосБиржи;2634,74;2648,74;2688,67;2612,96;1,20868E+11;0;0;2;1,06519E+13;RUB;4042851180;3;
SNDX;IMOEX;08.04.2020;Индекс МосБиржи;Индекс МосБиржи;2670,12;2617,66;2670,12;2603,99;83665607710;0;0;2;1,07949E+13;RUB;4042851180;3;
SNDX;IMOEX;09.04.2020;Индекс МосБиржи;Индекс МосБиржи;2701,77;2693,58;2713,5;2643,98;1,17023E+11;0;0;2;1,09228E+13;RUB;4042851180;3;
SNDX;IMOEX;10.04.2020;Индекс МосБиржи;Индекс МосБиржи;2677,86;2678,3;2680,89;2656,45;36513692244;0;0;2;1,08262E+13;RUB;4042851180;3;
SNDX;IMOEX;13.04.2020;Индекс МосБиржи;Индекс МосБиржи;2628,85;2675,73;2677,9;2610,61;47643715825;0;0;2;1,0628E+13;RUB;4042851180;3;
SNDX;IMOEX;14.04.2020;Индекс МосБиржи;Индекс МосБиржи;2631,83;2649,34;2667,58;2619,91;82460437952;0;0;2;1,06401E+13;RUB;4042851180;3;
SNDX;IMOEX;15.04.2020;Индекс МосБиржи;Индекс МосБиржи;2498,94;2617,19;2617,19;2489,99;99986258141;0;0;2;1,01029E+13;RUB;4042851180;3;
